order_id,Periode,Kategori_Utama,Provinsi,Kota/Kabupaten,Metode Pembayaran,Opsi Pengiriman,Total Pembayaran,Estimasi Potongan Biaya Pengiriman,Estimasi_Biaya_Komisi_Rp,Estimasi_Biaya_Proses_Pesanan_Rp
ORD_0008661,2024-07,Other,DKI JAKARTA,KOTA JAKARTA TIMUR,SPayLater,Reguler (Cashless)-SPX Standard,90129,0,9013,1255
ORD_0008662,2024-07,Celengan,BANTEN,KOTA TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,21592,8000,2159,1255
ORD_0008663,2024-07,Celengan,BANTEN,KOTA TANGERANG,SPayLater,Reguler (Cashless)-JNE Reguler,18069,9500,1807,1255
ORD_0008664,2024-07,Mangkok Sambal / Saus,SULAWESI SELATAN,KAB. LUWU TIMUR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,46240,10000,4624,1255
ORD_0008665,2024-07,Mangkok Sambal / Saus,JAMBI,KAB. SAROLANGUN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,47904,20000,4790,1255
ORD_0008666,2024-07,Celengan,JAWA BARAT,KAB. SUKABUMI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,24296,10000,2430,1255
ORD_0008667,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA BARAT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29912,0,2991,1255
ORD_0008668,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA BARAT,SPayLater,Reguler (Cashless)-JNE Reguler,20645,10000,2064,1255
ORD_0008670,2024-07,Celengan,BANTEN,KAB. PANDEGLANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,24712,10000,2471,1255
ORD_0008671,2024-07,Celengan,JAWA BARAT,KOTA DEPOK,Saldo ShopeePay,Hemat Kargo-SPX Hemat,27000,0,2700,1255
ORD_0008672,2024-07,Mangkok Sambal / Saus,DKI JAKARTA,KOTA JAKARTA UTARA,Saldo ShopeePay,Hemat Kargo-SPX Hemat,24000,0,2400,1255
ORD_0008673,2024-07,Rak / Rak Serbaguna,RIAU,KAB. INDRAGIRI HULU,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,125800,20000,12580,1255
ORD_0008674,2024-07,Mangkok Sambal / Saus,DKI JAKARTA,KOTA JAKARTA PUSAT,Online Payment,Hemat Kargo-SPX Hemat,32000,8000,3200,1255
ORD_0008675,2024-07,Saringan / Strainer,JAWA BARAT,KAB. BOGOR,Online Payment,Hemat Kargo-SPX Hemat,25000,0,2500,1255
ORD_0008676,2024-07,Mangkok Sambal / Saus,DKI JAKARTA,KOTA JAKARTA TIMUR,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,16600,10000,1660,1255
ORD_0008677,2024-07,Mangkok Sambal / Saus,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,16600,9500,1660,1255
ORD_0008678,2024-07,Keranjang,JAWA TENGAH,KAB. MAGELANG,SeaBank Bayar Instan,Kargo-JNE Trucking (JTR),96467,0,9647,1255
ORD_0008680,2024-07,Celengan,JAWA BARAT,KOTA BANDUNG,Online Payment,Hemat Kargo-SPX Hemat,17336,10000,1734,1255
ORD_0008681,2024-07,Aksesoris Pintu,JAWA TIMUR,KAB. SIDOARJO,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,10880,10000,1088,1255
ORD_0008682,2024-07,Celengan,JAWA BARAT,KOTA DEPOK,SPayLater,Reguler (Cashless)-SPX Standard,18069,9500,1807,1255
ORD_0008683,2024-07,Celengan,JAWA BARAT,KOTA TASIKMALAYA,Online Payment,Hemat Kargo-SPX Hemat,23300,10000,2330,1255
ORD_0008684,2024-07,Teko / Jug,BALI,KOTA DENPASAR,Online Payment,Hemat Kargo-SPX Hemat,35000,20000,3500,1255
ORD_0008685,2024-07,Gantungan Baju / Hanger,DKI JAKARTA,KOTA JAKARTA TIMUR,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,16800,10000,1680,1255
ORD_0008686,2024-07,Celengan,JAWA BARAT,KOTA CIMAHI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18576,9000,1858,1255
ORD_0008687,2024-07,Celengan,BANTEN,KOTA SERANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,26400,0,2640,1255
ORD_0008688,2024-07,Mangkok Sambal / Saus,GORONTALO,KOTA GORONTALO,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,58616,20000,5862,1255
ORD_0008689,2024-07,Mangkok Sambal / Saus,DKI JAKARTA,KOTA JAKARTA UTARA,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,23880,0,2388,1255
ORD_0008691,2024-07,Aksesoris Pintu,JAWA BARAT,KAB. PURWAKARTA,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,7760,10000,776,1255
ORD_0008692,2024-07,Lunch Box / Rantang,SUMATERA SELATAN,KAB. OGAN ILIR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,81080,0,8108,1255
ORD_0008694,2024-07,Mangkok Sambal / Saus,JAWA BARAT,KOTA BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,17640,10000,1764,1255
ORD_0008696,2024-07,Pengolah Bumbu / Sayur,GORONTALO,KAB. BONE BOLANGO,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,45928,20000,4593,1255
ORD_0008697,2024-07,Lunch Box / Rantang,JAWA BARAT,KAB. BANDUNG,Online Payment,Kargo-J&T Cargo,645817,20000,64582,1255
ORD_0008698,2024-07,Keranjang,BANTEN,KAB. LEBAK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,32200,13000,3220,1255
ORD_0008699,2024-07,Nampan / Tray,JAWA BARAT,KOTA BEKASI,Alfamart/Alfamidi/Dan+Dan,Hemat Kargo-SPX Hemat,87500,20000,8750,1255
ORD_0008700,2024-07,Celengan,JAWA BARAT,KAB. BEKASI,SPayLater,Reguler (Cashless)-SPX Standard,55742,20000,5574,1255
ORD_0008701,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,Online Payment,Reguler (Cashless)-SPX Standard,52700,20000,5270,1255
ORD_0008703,2024-07,Saringan / Strainer,JAWA BARAT,KOTA SUKABUMI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,7500,9000,750,1255
ORD_0008704,2024-07,Teko / Jug,SULAWESI TENGAH,KAB. MOROWALI UTARA,COD (Bayar di Tempat),Hemat Kargo-J&T Economy,56472,30000,5647,1255
ORD_0008705,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA SELATAN,Online Payment,Hemat Kargo-SPX Hemat,26880,0,2688,1255
ORD_0008706,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA PUSAT,SeaBank Bayar Instan,Reguler (Cashless)-SPX Standard,20800,10000,2080,1255
ORD_0008707,2024-07,Lunch Box / Rantang,DKI JAKARTA,KOTA JAKARTA UTARA,Online Payment,Reguler (Cashless)-SPX Standard,77965,0,7796,1255
ORD_0008708,2024-07,Mangkok Sambal / Saus,JAWA TENGAH,KAB. REMBANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,40000,15000,4000,1255
ORD_0008709,2024-07,Aksesoris Pintu,JAWA TIMUR,KAB. KEDIRI,SeaBank Bayar Instan,SPX Express Point,16000,10000,1600,1255
ORD_0008710,2024-07,Mangkok Sambal / Saus,BANTEN,KOTA TANGERANG SELATAN,Online Payment,Hemat Kargo-SPX Hemat,112000,20000,11200,1255
ORD_0008711,2024-07,Celengan,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,18576,9500,1858,1255
ORD_0008713,2024-07,Rak / Rak Serbaguna,KALIMANTAN TIMUR,KAB. BERAU,COD (Bayar di Tempat),Hemat Kargo-J&T Economy,125800,20000,12580,1255
ORD_0008714,2024-07,Celengan,JAWA BARAT,KOTA BEKASI,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,21592,9500,2159,1255
ORD_0008715,2024-07,Celengan,JAMBI,KOTA JAMBI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,42496,20000,4250,1255
ORD_0008716,2024-07,Mangkok Sambal / Saus,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,15000,9500,1500,1255
ORD_0008717,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA PUSAT,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,41600,10000,4160,1255
ORD_0008718,2024-07,Keranjang,DKI JAKARTA,KOTA JAKARTA BARAT,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,7000,10000,700,1255
ORD_0008719,2024-07,Celengan,NANGGROE ACEH DARUSSALAM (NAD),KOTA BANDA ACEH,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,42184,38000,4218,1255
ORD_0008720,2024-07,Nampan / Tray,BANTEN,KAB. TANGERANG,Online Payment,Same Day-SPX Sameday,132000,16500,13200,1255
ORD_0008721,2024-07,Mangkok Sambal / Saus,JAWA TENGAH,KAB. BREBES,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,31000,0,3100,1255
ORD_0008722,2024-07,Celengan,JAWA BARAT,KOTA DEPOK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18655,8000,1866,1255
ORD_0008723,2024-07,Celengan,JAWA BARAT,KAB. INDRAMAYU,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,19656,10000,1966,1255
ORD_0008724,2024-07,Aksesoris Pintu,DKI JAKARTA,KOTA JAKARTA PUSAT,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,10360,10000,1036,1255
ORD_0008725,2024-07,Other,JAWA BARAT,KAB. KARAWANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,19720,10000,1972,1255
ORD_0008726,2024-07,Celengan,JAWA TENGAH,KAB. KLATEN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,34717,15000,3472,1255
ORD_0008727,2024-07,Keranjang,DKI JAKARTA,KOTA JAKARTA TIMUR,SeaBank Bayar Instan,Reguler (Cashless)-JNE Reguler,11400,10000,1140,1255
ORD_0008728,2024-07,Gayung,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,6200,9500,620,1255
ORD_0008729,2024-07,Saringan / Strainer,JAWA TIMUR,KOTA SURABAYA,SPayLater,Hemat Kargo-SPX Hemat,62105,15000,6210,1255
ORD_0008730,2024-07,Celengan,JAWA BARAT,KAB. BOGOR,Online Payment,Reguler (Cashless)-SPX Standard,32510,10000,3251,1255
ORD_0008731,2024-07,Rak / Rak Serbaguna,JAWA BARAT,KAB. GARUT,Saldo ShopeePay,Hemat Kargo-SPX Hemat,52000,15000,5200,1255
ORD_0008732,2024-07,Mangkok Sambal / Saus,JAWA BARAT,KAB. BOGOR,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,16043,9500,1604,1255
ORD_0008733,2024-07,Teko / Jug,BANTEN,KOTA TANGERANG SELATAN,Online Payment,Reguler (Cashless)-SPX Standard,40043,0,4004,1255
ORD_0008734,2024-07,Celengan,JAWA BARAT,KOTA BEKASI,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,18576,9500,1858,1255
ORD_0008735,2024-07,Aksesoris Pintu,DKI JAKARTA,KOTA JAKARTA TIMUR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,11400,8000,1140,1255
ORD_0008736,2024-07,Aksesoris Pintu,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,5200,9500,520,1255
ORD_0008737,2024-07,Aksesoris Pintu,BANTEN,KAB. LEBAK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,9800,10000,980,1255
ORD_0008738,2024-07,Pisau / Alat Potong,JAWA BARAT,KOTA BANDUNG,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,60000,13000,6000,1255
ORD_0008740,2024-07,Mangkok Sambal / Saus,KALIMANTAN TIMUR,KOTA SAMARINDA,Online Payment,Hemat Kargo-SPX Hemat,111760,39400,11176,1255
ORD_0008741,2024-07,Aksesoris Pintu,JAWA BARAT,KOTA TASIKMALAYA,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,7760,10000,776,1255
ORD_0008742,2024-07,Mangkok Sambal / Saus,JAWA BARAT,KAB. MAJALENGKA,Saldo ShopeePay,Hemat Kargo-SPX Hemat,33000,15000,3300,1255
ORD_0008743,2024-07,Celengan,JAWA BARAT,KOTA BOGOR,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,20504,9500,2050,1255
ORD_0008744,2024-07,Aksesoris Pintu,JAWA BARAT,KOTA DEPOK,Online Payment,Reguler (Cashless)-SPX Standard,5148,9500,515,1255
ORD_0008746,2024-07,Aksesoris Pintu,BANTEN,KOTA TANGERANG SELATAN,SPayLater,Same Day-SPX Sameday,13625,15000,1362,1255
ORD_0008747,2024-07,Pisau / Alat Potong,JAWA TIMUR,KOTA KEDIRI,Online Payment,Hemat Kargo-SPX Hemat,118000,18000,11800,1255
ORD_0008748,2024-07,Mangkok Sambal / Saus,KALIMANTAN TIMUR,KOTA BALIKPAPAN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,61840,20000,6184,1255
ORD_0008749,2024-07,Celengan,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18576,8000,1858,1255
ORD_0008750,2024-07,Mangkok Sambal / Saus,JAWA TENGAH,KAB. TEMANGGUNG,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,53500,15000,5350,1255
ORD_0008751,2024-07,Aksesoris Pintu,BANTEN,KOTA SERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,11400,10000,1140,1255
ORD_0008752,2024-07,Mangkok Sambal / Saus,JAMBI,KOTA JAMBI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,33240,20000,3324,1255
ORD_0008753,2024-07,Aksesoris Pintu,JAWA TIMUR,KAB. SIDOARJO,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,12000,15000,1200,1255
ORD_0008755,2024-07,Other,DKI JAKARTA,KOTA JAKARTA SELATAN,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,83000,10000,8300,1255
ORD_0008756,2024-07,Pengolah Bumbu / Sayur,KALIMANTAN BARAT,KOTA PONTIANAK,COD (Bayar di Tempat),Hemat Kargo-J&T Economy,44160,20000,4416,1255
ORD_0008758,2024-07,Celengan,JAWA TENGAH,KOTA SEMARANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,26272,10000,2627,1255
ORD_0008759,2024-07,Celengan,JAWA BARAT,KAB. BEKASI,SPayLater,Hemat Kargo-SPX Hemat,20821,8000,2082,1255
ORD_0008761,2024-07,Celengan,JAWA BARAT,KOTA TASIKMALAYA,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,36152,11500,3615,1255
ORD_0008762,2024-07,Mangkok Sambal / Saus,JAMBI,KAB. TANJUNG JABUNG BARAT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,71200,20000,7120,1255
ORD_0008764,2024-07,Rak / Rak Serbaguna,JAWA TIMUR,KAB. NGAWI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,52480,15000,5248,1255
ORD_0008765,2024-07,Celengan,BANTEN,KOTA TANGERANG SELATAN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,27000,0,2700,1255
ORD_0008766,2024-07,Tempat Nasi,JAWA BARAT,KAB. BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,24400,10000,2440,1255
ORD_0008767,2024-07,Celengan,SULAWESI SELATAN,KOTA MAKASSAR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,102400,20000,10240,1255
ORD_0008769,2024-07,Rak / Rak Serbaguna,JAWA BARAT,KOTA BOGOR,SPayLater,Hemat Kargo-SPX Hemat,66650,16000,6665,1255
ORD_0008770,2024-07,Other,DKI JAKARTA,KOTA JAKARTA SELATAN,Online Payment,Hemat Kargo-SPX Hemat,138035,30000,13804,1255
ORD_0008771,2024-07,Peralatan Makan,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,4936,8000,494,1255
ORD_0008772,2024-07,Pengolah Bumbu / Sayur,JAWA BARAT,KOTA BEKASI,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,79645,10000,7964,1255
ORD_0008774,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,18576,10000,1858,1255
ORD_0008775,2024-07,Celengan,JAWA BARAT,KOTA BEKASI,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,35900,10000,3590,1255
ORD_0008776,2024-07,Nampan / Tray,NANGGROE ACEH DARUSSALAM (NAD),KOTA BANDA ACEH,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,38960,25000,3896,1255
ORD_0008777,2024-07,Mangkok Sambal / Saus,DKI JAKARTA,KOTA JAKARTA SELATAN,Online Payment,Hemat Kargo-SPX Hemat,36000,0,3600,1255
ORD_0008778,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA BARAT,Saldo ShopeePay,Hemat Kargo-SPX Hemat,27000,0,2700,1255
ORD_0008779,2024-07,Perlengkapan Packing,DKI JAKARTA,KOTA JAKARTA UTARA,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,143120,20000,14312,1255
ORD_0008780,2024-07,Celengan,JAWA BARAT,KAB. KUNINGAN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,28872,10000,2887,1255
ORD_0008781,2024-07,Rak / Rak Serbaguna,JAWA BARAT,KAB. BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,118560,20000,11856,1255
ORD_0008783,2024-07,Mangkok Sambal / Saus,JAWA BARAT,KOTA BANDUNG,Online Payment,Reguler (Cashless)-SPX Standard,42358,13000,4236,1255
ORD_0008784,2024-07,Celengan,BANTEN,KOTA TANGERANG SELATAN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,21592,8000,2159,1255
ORD_0008785,2024-07,Celengan,BANTEN,KOTA TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,23000,9500,2300,1255
ORD_0008786,2024-07,Celengan,JAWA BARAT,KOTA DEPOK,SPayLater,Reguler (Cashless)-SPX Standard,24230,9500,2423,1255
ORD_0008787,2024-07,Seal / Baut / Roof,BANTEN,KOTA TANGERANG SELATAN,Online Payment,Same Day-SPX Sameday,173500,17500,17350,1255
ORD_0008790,2024-07,Celengan,JAWA BARAT,KOTA BOGOR,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,21592,9500,2159,1255
ORD_0008791,2024-07,Botol / Gelas / Mug,SULAWESI SELATAN,KOTA MAKASSAR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,71864,20000,7186,1255
ORD_0008792,2024-07,Peralatan Kamar Mandi,JAWA TENGAH,KAB. DEMAK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,26000,10000,2600,1255
ORD_0008793,2024-07,Celengan,SULAWESI SELATAN,KAB. MAROS,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,17500,41000,1750,1255
ORD_0008794,2024-07,Baskom / Mangkok Besar,JAWA TENGAH,KAB. PEMALANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,83160,15000,8316,1255
ORD_0008796,2024-07,Aksesoris Pintu,JAWA BARAT,KAB. KARAWANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,6000,10000,600,1255
ORD_0008797,2024-07,Celengan,JAWA BARAT,KAB. BOGOR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,26896,0,2690,1255
ORD_0008798,2024-07,Celengan,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Reguler (Cashless)-J&T Express,18576,9500,1858,1255
ORD_0008799,2024-07,Teko / Jug,JAWA BARAT,KAB. BANDUNG BARAT,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,32200,14000,3220,1255
ORD_0008800,2024-07,Celengan,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,39792,10000,3979,1255
ORD_0008801,2024-07,Tempat Nasi,JAWA TIMUR,KAB. MALANG,Indomaret/i.Saku,Kargo-J&T Cargo,296200,0,29620,1255
ORD_0008802,2024-07,Mangkok Sambal / Saus,JAWA BARAT,KAB. GARUT,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,73800,20000,7380,1255
ORD_0008803,2024-07,Aksesoris Pintu,JAWA BARAT,KOTA SUKABUMI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,6200,8000,620,1255
ORD_0008805,2024-07,Celengan,JAWA BARAT,KOTA BANDUNG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,39272,13000,3927,1255
ORD_0008806,2024-07,Mangkok Sambal / Saus,KALIMANTAN BARAT,KAB. KETAPANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,61840,20000,6184,1255
ORD_0008807,2024-07,Nampan / Tray,JAWA BARAT,KOTA BOGOR,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,7760,9500,776,1255
ORD_0008808,2024-07,Celengan,BALI,KOTA DENPASAR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,21592,23000,2159,1255
ORD_0008809,2024-07,Celengan,BALI,KOTA DENPASAR,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,18576,28000,1858,1255
ORD_0008811,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA PUSAT,Online Payment,Reguler (Cashless)-JNE Reguler,21790,10000,2179,1255
ORD_0008812,2024-07,Celengan,JAWA BARAT,KAB. KARAWANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18576,10000,1858,1255
ORD_0008813,2024-07,Lunch Box / Rantang,JAWA BARAT,KAB. CIANJUR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,28976,10000,2898,1255
ORD_0008814,2024-07,Aksesoris Pintu,JAWA BARAT,KAB. PURWAKARTA,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,9320,10000,932,1255
ORD_0008815,2024-07,Lunch Box / Rantang,DKI JAKARTA,KOTA JAKARTA UTARA,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,20760,10000,2076,1255
ORD_0008816,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA BARAT,Online Payment,Hemat Kargo-SPX Hemat,38700,8000,3870,1255
ORD_0008817,2024-07,Celengan,JAWA BARAT,KAB. BEKASI,Kartu Kredit/Debit,Hemat Kargo-SPX Hemat,28800,0,2880,1255
ORD_0008818,2024-07,Aksesoris Pintu,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,11400,8000,1140,1255
ORD_0008820,2024-07,Peralatan Kamar Mandi,JAWA TENGAH,KAB. BANYUMAS,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,24836,10000,2484,1255
ORD_0008821,2024-07,Lunch Box / Rantang,DKI JAKARTA,KOTA JAKARTA BARAT,Online Payment,Instant (Versi Lama)-SPX Instant (Versi Lama),75000,15000,7500,1255
ORD_0008822,2024-07,Peralatan Kamar Mandi,DKI JAKARTA,KOTA JAKARTA BARAT,Pembayaran dibebaskan,Hemat Kargo-SPX Hemat,0,8000,0,1255
ORD_0008823,2024-07,Lunch Box / Rantang,JAWA TIMUR,KAB. PROBOLINGGO,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,82120,20000,8212,1255
ORD_0008824,2024-07,Peralatan Kamar Mandi,BANTEN,KOTA TANGERANG SELATAN,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,18680,9500,1868,1255
ORD_0008825,2024-07,Teko / Jug,BANTEN,KOTA SERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,32200,7500,3220,1255
ORD_0008826,2024-07,Lunch Box / Rantang,BANTEN,KAB. TANGERANG,Saldo ShopeePay,Instant (Versi Lama)-SPX Instant (Versi Lama),316000,20000,31600,1255
ORD_0008827,2024-07,Mangkok Sambal / Saus,JAWA TIMUR,KOTA SURABAYA,SeaBank Bayar Instan,Hemat Kargo-SPX Hemat,71000,15500,7100,1255
ORD_0008828,2024-07,Toples / Sealware,DKI JAKARTA,KOTA JAKARTA SELATAN,SPayLater,Hemat Kargo-SPX Hemat,37360,8000,3736,1255
ORD_0008829,2024-07,Celengan,BANTEN,KOTA TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,26896,0,2690,1255
ORD_0008830,2024-07,Aksesoris Pintu,JAWA BARAT,KAB. BEKASI,Saldo ShopeePay,Hemat Kargo-SPX Hemat,13248,0,1325,1255
ORD_0008831,2024-07,Mangkok Sambal / Saus,BANTEN,KOTA TANGERANG SELATAN,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,47314,10000,4731,1255
ORD_0008832,2024-07,Teko / Jug,SUMATERA SELATAN,KOTA PALEMBANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,32000,17000,3200,1255
ORD_0008833,2024-07,Stempel / Alat Kantor,JAWA TIMUR,KAB. GRESIK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,43120,15000,1833,1255
ORD_0008834,2024-07,Mangkok Sambal / Saus,KEPULAUAN RIAU,KOTA TANJUNG PINANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,103939,39500,10394,1255
ORD_0008835,2024-07,Celengan,JAWA BARAT,KOTA BANDUNG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,156256,30000,15626,1255
ORD_0008836,2024-07,Celengan,JAWA BARAT,KAB. BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,19096,10000,1910,1255
ORD_0008837,2024-07,Celengan,BANGKA BELITUNG,KAB. BANGKA,Saldo ShopeePay,Hemat Kargo-SPX Hemat,21800,35500,2180,1255
ORD_0008838,2024-07,Other,BALI,KOTA DENPASAR,Online Payment,Hemat Kargo-SPX Hemat,148600,40000,14860,1255
ORD_0008839,2024-07,Celengan,SUMATERA BARAT,KOTA PADANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,37296,20000,3730,1255
ORD_0008840,2024-07,Aksesoris Pintu,BANTEN,KOTA TANGERANG,SPayLater,Reguler (Cashless)-SPX Standard,10090,9500,1009,1255
ORD_0008841,2024-07,Celengan,JAWA BARAT,KAB. BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,19096,10000,1910,1255
ORD_0008842,2024-07,Celengan,JAWA BARAT,KOTA BEKASI,Saldo ShopeePay,Hemat Kargo-SPX Hemat,31900,8000,3190,1255
ORD_0008843,2024-07,Celengan,JAWA BARAT,KAB. BEKASI,Online Payment,Hemat Kargo-SPX Hemat,20800,8000,2080,1255
ORD_0008844,2024-07,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,38700,10000,3870,1255
ORD_0008845,2024-07,Pisau / Alat Potong,JAWA TIMUR,KOTA KEDIRI,Online Payment,Hemat Kargo-SPX Hemat,60000,18000,6000,1255
ORD_0008846,2024-07,Plastik / Wadah Plastik,BANTEN,KOTA TANGERANG SELATAN,Saldo ShopeePay,Hemat Kargo-SPX Hemat,28787,0,2879,1255
ORD_0008847,2024-07,Celengan,JAWA BARAT,KAB. BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,21592,9000,2159,1255
ORD_0008848,2024-07,Teko / Jug,BANTEN,KAB. TANGERANG,Online Payment,Reguler (Cashless)-SPX Standard,32000,10000,3200,1255
