order_id,Periode,Kategori_Utama,Provinsi,Kota/Kabupaten,Metode Pembayaran,Opsi Pengiriman,Total Pembayaran,Estimasi Potongan Biaya Pengiriman,Estimasi_Biaya_Komisi_Rp,Estimasi_Biaya_Proses_Pesanan_Rp
ORD_0000001,2024-04,Celengan,BANTEN,KOTA SERANG,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,38300,10000,3830,1255
ORD_0000002,2024-04,Celengan,JAWA TENGAH,KOTA SEMARANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18576,14500,1858,1255
ORD_0000003,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,SeaBank Bayar Instan,Hemat Kargo-SPX Hemat,7069,8000,707,1255
ORD_0000004,2024-04,Mangkok Sambal / Saus,JAMBI,KOTA JAMBI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,32200,20000,3220,1255
ORD_0000006,2024-04,Celengan,JAWA BARAT,KAB. BANDUNG,SPayLater,Hemat Kargo-SPX Hemat,40996,10000,4100,1255
ORD_0000008,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,Online Payment,Hemat Kargo-SPX Hemat,18280,8000,1828,1255
ORD_0000010,2024-04,Aksesoris Mandi,JAWA TENGAH,KAB. TEGAL,Online Payment,Hemat Kargo-SPX Hemat,92800,20000,9280,1255
ORD_0000013,2024-04,Toples / Sealware,BANTEN,KAB. PANDEGLANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,32200,16000,3220,1255
ORD_0000014,2024-04,Mangkok Sambal / Saus,JAWA BARAT,KOTA BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,30000,8000,3000,1255
ORD_0000016,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,Saldo ShopeePay,Hemat Kargo-SPX Hemat,24000,8000,2400,1255
ORD_0000017,2024-04,Celengan,JAWA BARAT,KOTA DEPOK,Saldo ShopeePay,Hemat Kargo-SPX Hemat,20800,8000,2080,1255
ORD_0000018,2024-04,Other,BANTEN,KOTA TANGERANG,Saldo ShopeePay,Instant (Versi Lama)-SPX Instant (Versi Lama),124000,20000,12400,1255
ORD_0000019,2024-04,Celengan,LAMPUNG,KAB. LAMPUNG UTARA,COD (Bayar di Tempat),Agen SPX Express,35112,20000,3511,1255
ORD_0000020,2024-04,Nampan / Tray,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,14187,8000,1419,1255
ORD_0000021,2024-04,Mangkok Sambal / Saus,JAWA BARAT,KAB. SUBANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,79000,15000,7900,1255
ORD_0000023,2024-04,Rak / Rak Serbaguna,BENGKULU,KOTA BENGKULU,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,72760,40000,7276,1255
ORD_0000024,2024-04,Keranjang,DKI JAKARTA,KOTA JAKARTA TIMUR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,6200,8000,620,1255
ORD_0000025,2024-04,Nampan / Tray,JAWA BARAT,KAB. SUBANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,134640,20000,13464,1255
ORD_0000026,2024-04,Mangkok Sambal / Saus,LAMPUNG,KAB. LAMPUNG TIMUR,COD (Bayar di Tempat),Agen SPX Express,163240,40000,16324,1255
ORD_0000027,2024-04,Toples / Sealware,BANTEN,KOTA TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,42600,8000,4260,1255
ORD_0000028,2024-04,Keranjang,BANTEN,KAB. TANGERANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,11000,8000,1100,1255
ORD_0000029,2024-04,Keranjang,JAWA BARAT,KAB. BEKASI,Online Payment,Hemat Kargo-SPX Hemat,20000,8000,2000,1255
ORD_0000030,2024-04,Celengan,BANTEN,KAB. TANGERANG,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,18000,9500,1800,1255
ORD_0000031,2024-04,Mangkok Sambal / Saus,JAWA TENGAH,KAB. KEBUMEN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,33000,0,3300,1255
ORD_0000033,2024-04,Mangkok Sambal / Saus,JAWA TIMUR,KAB. LUMAJANG,Kartu Kredit/Debit,Reguler (Cashless)-SPX Standard,68500,19000,6850,1255
ORD_0000034,2024-04,Celengan,JAWA BARAT,KAB. KARAWANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,27000,0,2700,1255
ORD_0000036,2024-04,Mangkok Sambal / Saus,SULAWESI UTARA,KAB. KEPULAUAN SIAU TAGULANDANG BIARO (SITARO),COD (Bayar di Tempat),Reguler (Cashless)-J&T Express,98239,0,9824,1255
ORD_0000037,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA SELATAN,Saldo ShopeePay,Hemat Kargo-SPX Hemat,50000,0,5000,1255
ORD_0000038,2024-04,Plastik / Wadah Plastik,JAWA BARAT,KOTA SUKABUMI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,130540,20000,13054,1255
ORD_0000041,2024-04,Stempel / Alat Kantor,JAWA TIMUR,KAB. GRESIK,Saldo ShopeePay,Hemat Kargo-SPX Hemat,121540,19500,5165,1255
ORD_0000042,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA BARAT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29912,0,2991,1255
ORD_0000043,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,SPayLater,Hemat Kargo-SPX Hemat,46147,0,4615,1255
ORD_0000044,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,Online Payment,Hemat Kargo-SPX Hemat,27000,0,2700,1255
ORD_0000046,2024-04,Mangkok Sambal / Saus,LAMPUNG,KAB. LAMPUNG TENGAH,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,35528,30000,3553,1255
ORD_0000047,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA UTARA,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,28000,0,2800,1255
ORD_0000048,2024-04,Rak / Rak Serbaguna,JAWA BARAT,KAB. BOGOR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,31000,0,3100,1255
ORD_0000049,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA BARAT,Online Payment,Hemat Kargo-SPX Hemat,43800,0,4380,1255
ORD_0000050,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,Online Payment,Hemat Kargo-SPX Hemat,33000,0,3300,1255
ORD_0000052,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,Saldo ShopeePay,Hemat Kargo-SPX Hemat,48590,0,4859,1255
ORD_0000053,2024-04,Mangkok Sambal / Saus,JAWA BARAT,KOTA DEPOK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,40520,0,4052,1255
ORD_0000057,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,81500,20000,8150,1255
ORD_0000058,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,19800,9500,1980,1255
ORD_0000060,2024-04,Celengan,JAWA BARAT,KAB. GARUT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,25752,10000,2575,1255
ORD_0000061,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,SPayLater,Hemat Kargo-SPX Hemat,29078,0,2908,1255
ORD_0000062,2024-04,Celengan,JAWA BARAT,KAB. BANDUNG BARAT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,34280,0,3428,1255
ORD_0000063,2024-04,Celengan,JAWA BARAT,KOTA BOGOR,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,42184,10000,4218,1255
ORD_0000064,2024-04,Celengan,JAWA BARAT,KOTA BOGOR,Saldo ShopeePay,Reguler (Cashless)-JNE Reguler,12100,9500,1210,1255
ORD_0000066,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,28800,0,2880,1255
ORD_0000067,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,Online Payment,Hemat Kargo-SPX Hemat,43414,0,4341,1255
ORD_0000068,2024-04,Mangkok Sambal / Saus,KALIMANTAN TIMUR,KAB. KUTAI BARAT,COD (Bayar di Tempat),Reguler (Cashless)-J&T Express,152840,0,15284,1255
ORD_0000070,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29912,0,2991,1255
ORD_0000073,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,45200,0,4520,1255
ORD_0000074,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,Saldo ShopeePay,Hemat Kargo-SPX Hemat,48600,0,4860,1255
ORD_0000077,2024-04,Mangkok Sambal / Saus,BANTEN,KAB. LEBAK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,94600,13000,9460,1255
ORD_0000079,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,Kartu Kredit/Debit,Hemat Kargo-SPX Hemat,45800,0,4580,1255
ORD_0000080,2024-04,Celengan,SUMATERA UTARA,KAB. DELI SERDANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,38300,36000,3830,1255
ORD_0000082,2024-04,Mangkok Sambal / Saus,JAWA TIMUR,KAB. LUMAJANG,Kartu Kredit/Debit,Reguler (Cashless)-SPX Standard,83283,19000,8328,1255
ORD_0000083,2024-04,Celengan,BANTEN,KOTA TANGERANG,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,17674,9500,1767,1255
ORD_0000084,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,Saldo ShopeePay,Hemat Kargo-SPX Hemat,28800,0,2880,1255
ORD_0000085,2024-04,Celengan,BANTEN,KOTA TANGERANG,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,20800,9500,2080,1255
ORD_0000086,2024-04,Nampan / Tray,JAWA BARAT,KAB. SUBANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,237278,20000,23728,1255
ORD_0000087,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,25050,0,2505,1255
ORD_0000088,2024-04,Celengan,JAWA BARAT,KAB. BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,30952,0,3095,1255
ORD_0000089,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,SPayLater,Reguler (Cashless)-SPX Standard,28270,0,2827,1255
ORD_0000090,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA BARAT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29912,0,2991,1255
ORD_0000093,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA SELATAN,SeaBank Bayar Instan,Hemat Kargo-SPX Hemat,81881,20000,8188,1255
ORD_0000094,2024-04,Other,BANTEN,KOTA TANGERANG,Online Payment,Instant (Versi Lama)-GrabExpress Instant (Versi Lama),102000,20000,10200,1255
ORD_0000096,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,30120,0,3012,1255
ORD_0000097,2024-04,Celengan,BANTEN,KOTA TANGERANG,Saldo ShopeePay,Same Day-SPX Sameday,123752,0,12375,1255
ORD_0000098,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,44472,0,4447,1255
ORD_0000099,2024-04,Celengan,JAWA BARAT,KOTA CIMAHI,SPayLater,Hemat Kargo-SPX Hemat,68660,0,6866,1255
ORD_0000100,2024-04,Celengan,JAWA BARAT,KAB. GARUT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,35216,0,3522,1255
ORD_0000101,2024-04,Celengan,JAWA BARAT,KAB. KARAWANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,20800,10000,2080,1255
ORD_0000102,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA BARAT,Saldo ShopeePay,Reguler (Cashless)-JNE Reguler,28090,0,2809,1255
ORD_0000103,2024-04,Celengan,JAWA TENGAH,KOTA SEMARANG,SPayLater,Hemat Kargo-SPX Hemat,25543,10000,2554,1255
ORD_0000104,2024-04,Mangkok Sambal / Saus,BENGKULU,KAB. KAUR,SPayLater,Hemat Kargo-SPX Hemat,119372,0,11937,1255
ORD_0000105,2024-04,Mangkok Sambal / Saus,JAWA TENGAH,KAB. SEMARANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,55080,0,5508,1255
ORD_0000106,2024-04,Celengan,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29912,0,2991,1255
ORD_0000107,2024-04,Nampan / Tray,BANTEN,KOTA TANGERANG,Online Payment,Same Day-SPX Sameday,57500,0,5750,1255
ORD_0000108,2024-04,Lunch Box / Rantang,JAWA BARAT,KAB. BOGOR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,25000,0,2500,1255
ORD_0000109,2024-04,Mangkok Sambal / Saus,JAMBI,KAB. TEBO,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,110408,20000,11041,1255
ORD_0000110,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA SELATAN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,26896,0,2690,1255
ORD_0000111,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA UTARA,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,26520,0,2652,1255
ORD_0000112,2024-04,Celengan,BANTEN,KAB. PANDEGLANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29900,0,2990,1255
ORD_0000113,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,SPayLater,Reguler (Cashless)-SPX Standard,20998,9500,2100,1255
ORD_0000114,2024-04,Other,BANTEN,KOTA TANGERANG SELATAN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,24577,0,2458,1255
ORD_0000115,2024-04,Celengan,BANTEN,KOTA TANGERANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,28800,0,2880,1255
ORD_0000117,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,Saldo ShopeePay,Hemat Kargo-SPX Hemat,32000,0,3200,1255
ORD_0000118,2024-04,Celengan,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,36152,10000,3615,1255
ORD_0000119,2024-04,Celengan,JAWA BARAT,KAB. KARAWANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,48284,0,4828,1255
ORD_0000120,2024-04,Mangkok Sambal / Saus,JAMBI,KAB. MERANGIN,COD (Bayar di Tempat),Reguler (Cashless)-J&T Express,42000,40000,4200,1255
ORD_0000121,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,26896,0,2690,1255
ORD_0000122,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,Saldo ShopeePay,Hemat Kargo-SPX Hemat,25900,0,2590,1255
ORD_0000123,2024-04,Keranjang,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,19720,0,1972,1255
ORD_0000124,2024-04,Celengan,SUMATERA BARAT,KAB. PASAMAN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18576,36600,1858,1255
ORD_0000125,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,23092,0,2309,1255
ORD_0000126,2024-04,Mangkok Sambal / Saus,JAWA TIMUR,KOTA MALANG,Kartu Kredit/Debit,Reguler (Cashless)-SPX Standard,93000,20000,9300,1255
ORD_0000127,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,28700,0,2870,1255
ORD_0000128,2024-04,Celengan,BANTEN,KOTA TANGERANG,Online Payment,Instant (Versi Lama)-SPX Instant (Versi Lama),84952,0,8495,1255
ORD_0000129,2024-04,Peralatan Kamar Mandi,JAWA TENGAH,KAB. PEMALANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,45720,0,4572,1255
ORD_0000130,2024-04,Celengan,JAWA BARAT,KOTA BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29080,0,2908,1255
ORD_0000131,2024-04,Perlengkapan Packing,JAWA BARAT,KAB. KARAWANG,Saldo ShopeePay,Kargo-J&T Cargo,1141000,75000,114100,1255
ORD_0000133,2024-04,Mangkok Sambal / Saus,JAWA BARAT,KAB. KARAWANG,Saldo ShopeePay,Reguler (Cashless)-JNE Reguler,57000,0,5700,1255
ORD_0000134,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29912,0,2991,1255
ORD_0000135,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA SELATAN,Kartu Kredit/Debit,Hemat Kargo-SPX Hemat,48600,0,4860,1255
ORD_0000136,2024-04,Aksesoris Mandi,DKI JAKARTA,KOTA JAKARTA TIMUR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,20250,0,2025,1255
ORD_0000137,2024-04,Rak / Rak Serbaguna,JAWA BARAT,KAB. BEKASI,SPayLater,Hemat Kargo-SPX Hemat,76770,0,7677,1255
ORD_0000138,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA PUSAT,SPayLater,Reguler (Cashless)-JNE Reguler,30189,0,3019,1255
ORD_0000139,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA SELATAN,Saldo ShopeePay,Reguler (Cashless)-J&T Express,20800,10000,2080,1255
ORD_0000140,2024-04,Celengan,JAWA BARAT,KOTA SUKABUMI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,27520,0,2752,1255
ORD_0000141,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA SELATAN,Online Payment,Hemat Kargo-SPX Hemat,43059,0,4306,1255
ORD_0000142,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,40600,8000,4060,1255
ORD_0000143,2024-04,Celengan,BANTEN,KAB. PANDEGLANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,34320,0,3432,1255
ORD_0000144,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29912,0,2991,1255
ORD_0000145,2024-04,Celengan,BANTEN,KAB. TANGERANG,Kartu Kredit/Debit,Hemat Kargo-SPX Hemat,27800,0,2780,1255
ORD_0000146,2024-04,Nampan / Tray,BANTEN,KOTA TANGERANG SELATAN,Saldo ShopeePay,Kargo-J&T Cargo,130980,20000,13098,1255
ORD_0000147,2024-04,Mangkok Sambal / Saus,SUMATERA BARAT,KOTA PADANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,95640,20000,9564,1255
ORD_0000148,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,25900,0,2590,1255
ORD_0000149,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,SeaBank Bayar Instan,Next Day-JNE YES,50900,0,5090,1255
ORD_0000150,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,SeaBank Bayar Instan,Hemat Kargo-SPX Hemat,45800,0,4580,1255
ORD_0000151,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,28000,0,2800,1255
ORD_0000152,2024-04,Celengan,JAWA BARAT,KAB. SUKABUMI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,24712,10000,2471,1255
ORD_0000153,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA SELATAN,SeaBank Bayar Instan,Hemat Kargo-SPX Hemat,20800,8000,2080,1255
ORD_0000155,2024-04,Rak / Rak Serbaguna,DKI JAKARTA,KOTA JAKARTA UTARA,COD (Bayar di Tempat),Reguler (Cashless)-J&T Express,89400,0,8940,1255
ORD_0000156,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,Online Payment,Hemat Kargo-SPX Hemat,46800,0,4680,1255
ORD_0000157,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,43500,0,4350,1255
ORD_0000159,2024-04,Stempel / Alat Kantor,JAWA BARAT,KAB. BANDUNG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,54560,0,2319,1255
ORD_0000160,2024-04,Mangkok Sambal / Saus,DKI JAKARTA,KOTA JAKARTA BARAT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,57680,0,5768,1255
ORD_0000162,2024-04,Mangkok Sambal / Saus,DKI JAKARTA,KOTA JAKARTA BARAT,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,24920,0,2492,1255
ORD_0000163,2024-04,Mangkok Sambal / Saus,DKI JAKARTA,KOTA JAKARTA UTARA,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,40077,0,4008,1255
ORD_0000164,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18576,8000,1858,1255
ORD_0000165,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA UTARA,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,17712,10000,1771,1255
ORD_0000166,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA TIMUR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,20800,8000,2080,1255
ORD_0000167,2024-04,Lunch Box / Rantang,JAWA TIMUR,KAB. BANGKALAN,SPayLater,Kargo-J&T Cargo,258651,20000,25865,1255
ORD_0000168,2024-04,Celengan,KALIMANTAN TENGAH,KAB. KOTA WARINGIN TIMUR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,58512,20000,5851,1255
ORD_0000169,2024-04,Celengan,JAWA BARAT,KOTA DEPOK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18576,8000,1858,1255
ORD_0000170,2024-04,Celengan,JAWA BARAT,KAB. SUBANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,40600,17000,4060,1255
ORD_0000171,2024-04,Celengan,JAWA BARAT,KAB. SUKABUMI,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,42184,18000,4218,1255
ORD_0000172,2024-04,Mangkok Sambal / Saus,JAWA TENGAH,KOTA SEMARANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,20500,10000,2050,1255
ORD_0000173,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,Saldo ShopeePay,Hemat Kargo-SPX Hemat,62500,16000,6250,1255
ORD_0000174,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA UTARA,Saldo ShopeePay,Reguler (Cashless)-J&T Express,17900,10000,1790,1255
ORD_0000175,2024-04,Other,JAWA TIMUR,KAB. TUBAN,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,38440,19000,3844,1255
ORD_0000177,2024-04,Perlengkapan Packing,BANTEN,KOTA TANGERANG,Saldo ShopeePay,Instant (Versi Lama)-SPX Instant (Versi Lama),86000,18000,8600,1255
ORD_0000178,2024-04,Celengan,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,53728,20000,5373,1255
ORD_0000180,2024-04,Celengan,BANTEN,KOTA TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,21180,8000,2118,1255
ORD_0000181,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,SPayLater,Reguler (Cashless)-SPX Standard,40996,10000,4100,1255
ORD_0000182,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,28768,8000,2877,1255
ORD_0000183,2024-04,Mangkok Sambal / Saus,JAWA BARAT,KOTA DEPOK,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,16600,8000,1660,1255
ORD_0000184,2024-04,Botol / Gelas / Mug,JAWA BARAT,KAB. SUMEDANG,Saldo ShopeePay,Hemat Kargo-SPX Hemat,71900,20000,7190,1255
ORD_0000185,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,Saldo ShopeePay,Reguler (Cashless)-JNE Reguler,20800,9500,2080,1255
ORD_0000187,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,Saldo ShopeePay,Reguler (Cashless)-SPX Standard,20031,9500,2003,1255
ORD_0000188,2024-04,Celengan,JAWA BARAT,KAB. CIAMIS,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,24816,10000,2482,1255
ORD_0000189,2024-04,Celengan,JAWA BARAT,KOTA BEKASI,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,83368,20000,8337,1255
ORD_0000190,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,21592,9500,2159,1255
ORD_0000191,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,21592,8000,2159,1255
ORD_0000192,2024-04,Celengan,DKI JAKARTA,KOTA JAKARTA UTARA,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,21592,8000,2159,1255
ORD_0000193,2024-04,Celengan,BANTEN,KOTA TANGERANG SELATAN,SPayLater,Hemat Kargo-SPX Hemat,38673,8000,3867,1255
ORD_0000194,2024-04,Celengan,SULAWESI SELATAN,KAB. LUWU,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,54144,20000,5414,1255
ORD_0000195,2024-04,Mangkok,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,13480,8000,1348,1255
ORD_0000197,2024-04,Mangkok Sambal / Saus,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,16600,8000,1660,1255
ORD_0000198,2024-04,Celengan,BANTEN,KOTA CILEGON,Saldo ShopeePay,Hemat Kargo-SPX Hemat,19873,7500,1987,1255
ORD_0000199,2024-04,Celengan,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,21592,8000,2159,1255
ORD_0000200,2024-04,Celengan,BANGKA BELITUNG,KOTA PANGKAL PINANG,Online Payment,Agen SPX Express,35900,10000,3590,1255
ORD_0000201,2024-04,Celengan,BANTEN,KAB. TANGERANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,29912,0,2991,1255
ORD_0000202,2024-04,Seal / Baut / Roof,JAWA BARAT,KAB. BOGOR,Online Payment,Kargo-JNE Trucking (JTR),177000,15000,17700,1255
ORD_0000204,2024-04,Celengan,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,18348,8000,1835,1255
ORD_0000205,2024-04,Mangkok Sambal / Saus,SUMATERA SELATAN,KOTA PALEMBANG,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,94600,17000,9460,1255
ORD_0000206,2024-04,Celengan,JAWA BARAT,KOTA DEPOK,Saldo ShopeePay,Hemat Kargo-SPX Hemat,15850,8000,1585,1255
ORD_0000207,2024-04,Rak / Rak Serbaguna,JAWA BARAT,KAB. BEKASI,COD (Bayar di Tempat),Hemat Kargo-SPX Hemat,68600,16000,6860,1255
ORD_0000208,2024-04,Celengan,BANTEN,KOTA TANGERANG,COD (Bayar di Tempat),Reguler (Cashless)-SPX Standard,14182,9500,1418,1255
ORD_0000209,2024-04,Celengan,JAWA BARAT,KAB. BOGOR,Saldo ShopeePay,Hemat Kargo-SPX Hemat,48600,0,4860,1255
